2024-09-27 09:45:02,738 - INFO - Cargando el modelo base desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-27 09:45:02,743 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-27 09:45:02,744 - INFO - Capas convolucionales congeladas.
2024-09-27 09:45:02,744 - INFO - Entrenando en dificultad 3
2024-09-27 09:45:03,926 - INFO - Ep.: 0, Score: -19.0, Steps: 999, Avg Q-val: 1.27, Mem Usage: 6.9%, tot_steps: 1000
2024-09-27 09:45:05,041 - INFO - Ep.: 1, Score: -19.0, Steps: 1059, Avg Q-val: 1.27, Mem Usage: 7.2%, tot_steps: 2060
2024-09-27 09:45:07,531 - INFO - Ep.: 2, Score: -13.0, Steps: 2437, Avg Q-val: 1.25, Mem Usage: 7.8%, tot_steps: 4498
2024-09-27 09:45:10,627 - INFO - Ep.: 3, Score: -8.0, Steps: 3098, Avg Q-val: 1.28, Mem Usage: 8.6%, tot_steps: 7597
2024-09-27 09:45:13,102 - INFO - Ep.: 4, Score: -13.0, Steps: 2515, Avg Q-val: 1.27, Mem Usage: 9.3%, tot_steps: 10113
2024-09-27 09:45:16,452 - INFO - Ep.: 5, Score: -7.0, Steps: 3411, Avg Q-val: 1.26, Mem Usage: 10.1%, tot_steps: 13525
2024-09-27 09:45:18,722 - INFO - Ep.: 6, Score: -15.0, Steps: 2292, Avg Q-val: 1.27, Mem Usage: 10.7%, tot_steps: 15818
2024-09-27 09:45:20,358 - INFO - Ep.: 7, Score: -17.0, Steps: 1618, Avg Q-val: 1.28, Mem Usage: 11.1%, tot_steps: 17437
2024-09-27 09:45:22,540 - INFO - Ep.: 8, Score: -15.0, Steps: 2169, Avg Q-val: 1.29, Mem Usage: 11.7%, tot_steps: 19607
2024-09-27 09:45:24,952 - INFO - Ep.: 9, Score: -14.0, Steps: 2363, Avg Q-val: 1.24, Mem Usage: 12.3%, tot_steps: 21971
2024-09-27 09:45:27,478 - INFO - Ep.: 10, Score: -13.0, Steps: 2502, Avg Q-val: 1.27, Mem Usage: 13.0%, tot_steps: 24474
2024-09-27 09:45:30,353 - INFO - Ep.: 11, Score: -8.0, Steps: 2889, Avg Q-val: 1.27, Mem Usage: 13.8%, tot_steps: 27364
2024-09-27 09:45:32,601 - INFO - Ep.: 12, Score: -17.0, Steps: 2215, Avg Q-val: 1.25, Mem Usage: 14.3%, tot_steps: 29580
2024-09-27 09:45:34,734 - INFO - Ep.: 13, Score: -16.0, Steps: 2098, Avg Q-val: 1.28, Mem Usage: 14.9%, tot_steps: 31679
2024-09-27 09:45:36,846 - INFO - Ep.: 14, Score: -13.0, Steps: 2094, Avg Q-val: 1.30, Mem Usage: 15.4%, tot_steps: 33774
2024-09-27 09:45:38,946 - INFO - Ep.: 15, Score: -16.0, Steps: 2060, Avg Q-val: 1.29, Mem Usage: 15.9%, tot_steps: 35835
2024-09-27 09:45:40,752 - INFO - Ep.: 16, Score: -15.0, Steps: 1762, Avg Q-val: 1.29, Mem Usage: 16.4%, tot_steps: 37598
2024-09-27 09:45:42,377 - INFO - Ep.: 17, Score: -18.0, Steps: 1599, Avg Q-val: 1.25, Mem Usage: 16.8%, tot_steps: 39198
2024-09-27 09:45:44,066 - INFO - Ep.: 18, Score: -18.0, Steps: 1671, Avg Q-val: 1.25, Mem Usage: 17.2%, tot_steps: 40870
2024-09-27 09:45:46,531 - INFO - Ep.: 19, Score: -13.0, Steps: 2465, Avg Q-val: 1.27, Mem Usage: 17.8%, tot_steps: 43336
2024-09-27 09:45:48,058 - INFO - Ep.: 20, Score: -17.0, Steps: 1487, Avg Q-val: 1.25, Mem Usage: 18.2%, tot_steps: 44824
2024-09-27 09:45:50,063 - INFO - Ep.: 21, Score: -16.0, Steps: 1981, Avg Q-val: 1.28, Mem Usage: 18.7%, tot_steps: 46806
2024-09-27 09:45:52,394 - INFO - Ep.: 22, Score: -14.0, Steps: 2304, Avg Q-val: 1.24, Mem Usage: 19.3%, tot_steps: 49111
2024-09-27 09:45:54,489 - INFO - Ep.: 23, Score: -15.0, Steps: 2056, Avg Q-val: 1.28, Mem Usage: 19.8%, tot_steps: 51168
2024-09-27 09:45:56,692 - INFO - Ep.: 24, Score: -15.0, Steps: 2193, Avg Q-val: 1.28, Mem Usage: 20.3%, tot_steps: 53362
2024-09-27 09:45:58,510 - INFO - Ep.: 25, Score: -17.0, Steps: 1778, Avg Q-val: 1.28, Mem Usage: 20.8%, tot_steps: 55141
2024-09-27 09:46:02,553 - INFO - Ep.: 26, Score: -7.0, Steps: 4051, Avg Q-val: 1.24, Mem Usage: 21.8%, tot_steps: 59193
2024-09-27 09:46:04,604 - INFO - Ep.: 27, Score: -14.0, Steps: 2026, Avg Q-val: 1.28, Mem Usage: 22.3%, tot_steps: 61220
2024-09-27 09:46:06,451 - INFO - Ep.: 28, Score: -17.0, Steps: 1813, Avg Q-val: 1.29, Mem Usage: 22.7%, tot_steps: 63034
