2024-09-29 22:44:57,939 - INFO - Cargando el modelo base desde /data/riwamoto/ALE_Frogger_results/models/dqn_model_ALE_Frogger_final_20240829_113617.pth
2024-09-29 22:44:57,945 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Frogger_results/models/dqn_model_ALE_Frogger_final_20240829_113617.pth
2024-09-29 22:44:57,945 - INFO - Entrenando en dificultad 1
2024-09-29 22:44:58,739 - INFO - Ep.: 0, Score: 102.0, Steps: 469, Avg Q-val: 53.94, Mem Usage: 34.3%, tot_steps: 470
2024-09-29 22:44:59,668 - INFO - Ep.: 1, Score: 234.0, Steps: 726, Avg Q-val: 58.57, Mem Usage: 34.3%, tot_steps: 1197
2024-09-29 22:45:00,044 - INFO - Ep.: 2, Score: 19.0, Steps: 264, Avg Q-val: 45.90, Mem Usage: 34.3%, tot_steps: 1462
2024-09-29 22:45:00,648 - INFO - Ep.: 3, Score: 157.0, Steps: 421, Avg Q-val: 56.74, Mem Usage: 34.4%, tot_steps: 1884
2024-09-29 22:45:01,274 - INFO - Ep.: 4, Score: 157.0, Steps: 460, Avg Q-val: 57.51, Mem Usage: 34.4%, tot_steps: 2345
2024-09-29 22:45:01,913 - INFO - Ep.: 5, Score: 164.0, Steps: 484, Avg Q-val: 55.56, Mem Usage: 34.4%, tot_steps: 2830
2024-09-29 22:45:02,844 - INFO - Ep.: 6, Score: 236.0, Steps: 727, Avg Q-val: 59.12, Mem Usage: 34.4%, tot_steps: 3558
2024-09-29 22:45:03,570 - INFO - Ep.: 7, Score: 177.0, Steps: 580, Avg Q-val: 58.89, Mem Usage: 34.5%, tot_steps: 4139
2024-09-29 22:45:04,484 - INFO - Ep.: 8, Score: 236.0, Steps: 729, Avg Q-val: 59.15, Mem Usage: 34.6%, tot_steps: 4869
2024-09-29 22:45:05,296 - INFO - Ep.: 9, Score: 161.0, Steps: 619, Avg Q-val: 59.12, Mem Usage: 34.6%, tot_steps: 5489
2024-09-29 22:45:05,956 - INFO - Ep.: 10, Score: 99.0, Steps: 503, Avg Q-val: 53.44, Mem Usage: 34.7%, tot_steps: 5993
2024-09-29 22:45:06,712 - INFO - Ep.: 11, Score: 166.0, Steps: 594, Avg Q-val: 56.05, Mem Usage: 34.8%, tot_steps: 6588
2024-09-29 22:45:07,766 - INFO - Ep.: 12, Score: 235.0, Steps: 873, Avg Q-val: 56.98, Mem Usage: 34.8%, tot_steps: 7462
2024-09-29 22:45:08,433 - INFO - Ep.: 13, Score: 164.0, Steps: 457, Avg Q-val: 55.41, Mem Usage: 34.8%, tot_steps: 7920
2024-09-29 22:45:09,255 - INFO - Ep.: 14, Score: 159.0, Steps: 646, Avg Q-val: 52.48, Mem Usage: 34.9%, tot_steps: 8567
2024-09-29 22:45:10,149 - INFO - Ep.: 15, Score: 234.0, Steps: 711, Avg Q-val: 58.18, Mem Usage: 34.9%, tot_steps: 9279
2024-09-29 22:45:11,001 - INFO - Ep.: 16, Score: 154.0, Steps: 689, Avg Q-val: 55.21, Mem Usage: 35.0%, tot_steps: 9969
2024-09-29 22:45:11,839 - INFO - Ep.: 17, Score: 233.0, Steps: 659, Avg Q-val: 57.25, Mem Usage: 35.0%, tot_steps: 10629
2024-09-29 22:45:12,480 - INFO - Ep.: 18, Score: 39.0, Steps: 427, Avg Q-val: 54.73, Mem Usage: 35.0%, tot_steps: 11057
2024-09-29 22:45:13,030 - INFO - Ep.: 19, Score: 37.0, Steps: 411, Avg Q-val: 54.22, Mem Usage: 35.1%, tot_steps: 11469
