2024-11-01 18:46:46,562 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Qbert_results/models/dqn_model_ALE_Qbert_final_20240831_094643.pth
2024-11-01 18:46:47,713 - INFO - Ep.: 0, Score: 1250.0, e: 0.05, Steps: 569, Avg Q-val: 374.99, replay: 569, Mem Usage: 16.0%
2024-11-01 18:46:48,899 - INFO - Ep.: 1, Score: 4700.0, e: 0.05, Steps: 865, Avg Q-val: 750.43, replay: 1434, Mem Usage: 16.3%
2024-11-01 18:46:49,731 - INFO - Ep.: 2, Score: 4775.0, e: 0.05, Steps: 772, Avg Q-val: 805.18, replay: 2206, Mem Usage: 16.6%
2024-11-01 18:46:50,618 - INFO - Ep.: 3, Score: 4775.0, e: 0.05, Steps: 834, Avg Q-val: 679.86, replay: 3040, Mem Usage: 16.8%
2024-11-01 18:46:51,356 - INFO - Ep.: 4, Score: 1325.0, e: 0.05, Steps: 687, Avg Q-val: 273.52, replay: 3727, Mem Usage: 17.1%
2024-11-01 18:46:52,193 - INFO - Ep.: 5, Score: 4775.0, e: 0.05, Steps: 782, Avg Q-val: 877.20, replay: 4509, Mem Usage: 17.3%
2024-11-01 18:46:53,063 - INFO - Ep.: 6, Score: 3925.0, e: 0.05, Steps: 817, Avg Q-val: 438.06, replay: 5326, Mem Usage: 17.6%
2024-11-01 18:46:53,998 - INFO - Ep.: 7, Score: 4875.0, e: 0.05, Steps: 883, Avg Q-val: 739.38, replay: 6209, Mem Usage: 17.9%
2024-11-01 18:46:54,472 - INFO - Ep.: 8, Score: 250.0, e: 0.05, Steps: 406, Avg Q-val: 242.02, replay: 6615, Mem Usage: 18.0%
2024-11-01 18:46:55,491 - INFO - Ep.: 9, Score: 4775.0, e: 0.05, Steps: 951, Avg Q-val: 594.93, replay: 7566, Mem Usage: 18.4%
2024-11-01 18:46:56,460 - INFO - Ep.: 10, Score: 4750.0, e: 0.05, Steps: 907, Avg Q-val: 694.76, replay: 8473, Mem Usage: 18.8%
2024-11-01 18:46:57,352 - INFO - Ep.: 11, Score: 4675.0, e: 0.05, Steps: 825, Avg Q-val: 671.14, replay: 9298, Mem Usage: 19.1%
2024-11-01 18:46:58,315 - INFO - Ep.: 12, Score: 5325.0, e: 0.05, Steps: 915, Avg Q-val: 626.63, replay: 10213, Mem Usage: 19.5%
2024-11-01 18:46:59,337 - INFO - Ep.: 13, Score: 5150.0, e: 0.05, Steps: 980, Avg Q-val: 593.32, replay: 11193, Mem Usage: 19.9%
2024-11-01 18:47:00,442 - INFO - Ep.: 14, Score: 5150.0, e: 0.05, Steps: 1024, Avg Q-val: 574.51, replay: 12217, Mem Usage: 20.3%
2024-11-01 18:47:01,532 - INFO - Ep.: 15, Score: 4725.0, e: 0.05, Steps: 1028, Avg Q-val: 556.68, replay: 13245, Mem Usage: 20.7%
2024-11-01 18:47:02,576 - INFO - Ep.: 16, Score: 4900.0, e: 0.05, Steps: 1007, Avg Q-val: 578.09, replay: 14252, Mem Usage: 21.1%
2024-11-01 18:47:03,343 - INFO - Ep.: 17, Score: 4575.0, e: 0.05, Steps: 678, Avg Q-val: 753.19, replay: 14930, Mem Usage: 21.4%
2024-11-01 18:47:04,316 - INFO - Ep.: 18, Score: 4750.0, e: 0.05, Steps: 907, Avg Q-val: 696.69, replay: 15837, Mem Usage: 21.8%
2024-11-01 18:47:04,949 - INFO - Ep.: 19, Score: 1000.0, e: 0.05, Steps: 566, Avg Q-val: 386.86, replay: 16403, Mem Usage: 22.1%
2024-11-01 18:47:05,774 - INFO - Ep.: 20, Score: 4625.0, e: 0.05, Steps: 713, Avg Q-val: 815.76, replay: 17116, Mem Usage: 22.6%
2024-11-01 18:47:06,388 - INFO - Ep.: 21, Score: 1225.0, e: 0.05, Steps: 536, Avg Q-val: 396.76, replay: 17652, Mem Usage: 22.8%
2024-11-01 18:47:07,085 - INFO - Ep.: 22, Score: 1050.0, e: 0.05, Steps: 593, Avg Q-val: 183.37, replay: 18245, Mem Usage: 23.1%
2024-11-01 18:47:07,890 - INFO - Ep.: 23, Score: 4550.0, e: 0.05, Steps: 700, Avg Q-val: 878.29, replay: 18945, Mem Usage: 23.5%
2024-11-01 18:47:09,013 - INFO - Ep.: 24, Score: 4725.0, e: 0.05, Steps: 1005, Avg Q-val: 577.42, replay: 19950, Mem Usage: 24.0%
2024-11-01 18:47:09,819 - INFO - Ep.: 25, Score: 4650.0, e: 0.05, Steps: 684, Avg Q-val: 806.18, replay: 20634, Mem Usage: 24.3%
2024-11-01 18:47:10,576 - INFO - Ep.: 26, Score: 750.0, e: 0.05, Steps: 657, Avg Q-val: 399.04, replay: 21291, Mem Usage: 24.7%
