2024-10-31 12:36:36,930 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Alien_results/models/dqn_model_ALE_Alien_final_20240828_123131.pth
2024-10-31 12:36:38,228 - INFO - Ep.: 0, Score: 1620.0, e: 0.05, Steps: 646, Avg Q-val: 376.92, replay: 646, Mem Usage: 15.4%
2024-10-31 12:36:39,509 - INFO - Ep.: 1, Score: 970.0, e: 0.05, Steps: 857, Avg Q-val: 339.31, replay: 1503, Mem Usage: 15.3%
2024-10-31 12:36:40,515 - INFO - Ep.: 2, Score: 540.0, e: 0.05, Steps: 839, Avg Q-val: 302.82, replay: 2342, Mem Usage: 15.5%
2024-10-31 12:36:41,414 - INFO - Ep.: 3, Score: 1670.0, e: 0.05, Steps: 741, Avg Q-val: 338.06, replay: 3083, Mem Usage: 15.7%
2024-10-31 12:36:42,139 - INFO - Ep.: 4, Score: 910.0, e: 0.05, Steps: 575, Avg Q-val: 397.75, replay: 3658, Mem Usage: 16.1%
2024-10-31 12:36:42,915 - INFO - Ep.: 5, Score: 1930.0, e: 0.05, Steps: 620, Avg Q-val: 415.51, replay: 4278, Mem Usage: 16.2%
2024-10-31 12:36:43,924 - INFO - Ep.: 6, Score: 2140.0, e: 0.05, Steps: 847, Avg Q-val: 307.77, replay: 5125, Mem Usage: 16.3%
2024-10-31 12:36:44,850 - INFO - Ep.: 7, Score: 2030.0, e: 0.05, Steps: 771, Avg Q-val: 359.35, replay: 5896, Mem Usage: 16.5%
2024-10-31 12:36:45,661 - INFO - Ep.: 8, Score: 2080.0, e: 0.05, Steps: 664, Avg Q-val: 377.68, replay: 6560, Mem Usage: 16.7%
2024-10-31 12:36:46,672 - INFO - Ep.: 9, Score: 2030.0, e: 0.05, Steps: 845, Avg Q-val: 326.84, replay: 7405, Mem Usage: 16.9%
2024-10-31 12:36:47,463 - INFO - Ep.: 10, Score: 2550.0, e: 0.05, Steps: 647, Avg Q-val: 368.92, replay: 8052, Mem Usage: 17.1%
2024-10-31 12:36:48,352 - INFO - Ep.: 11, Score: 2010.0, e: 0.05, Steps: 736, Avg Q-val: 352.13, replay: 8788, Mem Usage: 17.3%
2024-10-31 12:36:49,151 - INFO - Ep.: 12, Score: 1000.0, e: 0.05, Steps: 650, Avg Q-val: 325.31, replay: 9438, Mem Usage: 17.5%
2024-10-31 12:36:50,012 - INFO - Ep.: 13, Score: 2090.0, e: 0.05, Steps: 708, Avg Q-val: 368.15, replay: 10146, Mem Usage: 17.7%
2024-10-31 12:36:50,702 - INFO - Ep.: 14, Score: 920.0, e: 0.05, Steps: 546, Avg Q-val: 409.16, replay: 10692, Mem Usage: 17.9%
2024-10-31 12:36:51,860 - INFO - Ep.: 15, Score: 1120.0, e: 0.05, Steps: 988, Avg Q-val: 284.72, replay: 11680, Mem Usage: 18.1%
2024-10-31 12:36:52,819 - INFO - Ep.: 16, Score: 1580.0, e: 0.05, Steps: 797, Avg Q-val: 284.77, replay: 12477, Mem Usage: 18.4%
2024-10-31 12:36:53,531 - INFO - Ep.: 17, Score: 980.0, e: 0.05, Steps: 576, Avg Q-val: 374.51, replay: 13053, Mem Usage: 18.5%
2024-10-31 12:36:54,483 - INFO - Ep.: 18, Score: 470.0, e: 0.05, Steps: 793, Avg Q-val: 271.91, replay: 13846, Mem Usage: 18.7%
