2024-09-29 10:27:12,064 - INFO - Cargando el modelo base desde /data/riwamoto/ALE_Qbert_results/models/dqn_model_ALE_Qbert_final_20240831_094643.pth
2024-09-29 10:27:12,071 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Qbert_results/models/dqn_model_ALE_Qbert_final_20240831_094643.pth
2024-09-29 10:27:12,072 - INFO - Capas convolucionales congeladas.
2024-09-29 10:27:12,072 - INFO - Entrenando en dificultad 1
2024-09-29 10:27:12,952 - INFO - Ep.: 0, Score: 1225.0, Steps: 523, Avg Q-val: 450.35, Mem Usage: 42.9%, tot_steps: 524
2024-09-29 10:27:13,745 - INFO - Ep.: 1, Score: 1250.0, Steps: 538, Avg Q-val: 442.94, Mem Usage: 43.0%, tot_steps: 1063
2024-09-29 10:27:14,512 - INFO - Ep.: 2, Score: 1225.0, Steps: 523, Avg Q-val: 452.60, Mem Usage: 43.1%, tot_steps: 1587
2024-09-29 10:27:15,289 - INFO - Ep.: 3, Score: 1250.0, Steps: 538, Avg Q-val: 439.62, Mem Usage: 43.2%, tot_steps: 2126
2024-09-29 10:27:16,172 - INFO - Ep.: 4, Score: 1300.0, Steps: 643, Avg Q-val: 290.00, Mem Usage: 43.4%, tot_steps: 2770
2024-09-29 10:27:16,986 - INFO - Ep.: 5, Score: 1250.0, Steps: 539, Avg Q-val: 439.90, Mem Usage: 43.6%, tot_steps: 3310
2024-09-29 10:27:17,713 - INFO - Ep.: 6, Score: 1225.0, Steps: 523, Avg Q-val: 448.57, Mem Usage: 43.7%, tot_steps: 3834
2024-09-29 10:27:18,589 - INFO - Ep.: 7, Score: 825.0, Steps: 646, Avg Q-val: 309.12, Mem Usage: 44.0%, tot_steps: 4481
2024-09-29 10:27:19,295 - INFO - Ep.: 8, Score: 1225.0, Steps: 523, Avg Q-val: 448.05, Mem Usage: 44.1%, tot_steps: 5005
2024-09-29 10:27:20,145 - INFO - Ep.: 9, Score: 1325.0, Steps: 593, Avg Q-val: 752.32, Mem Usage: 44.3%, tot_steps: 5599
2024-09-29 10:27:20,867 - INFO - Ep.: 10, Score: 775.0, Steps: 499, Avg Q-val: 393.09, Mem Usage: 44.4%, tot_steps: 6099
2024-09-29 10:27:21,610 - INFO - Ep.: 11, Score: 1225.0, Steps: 523, Avg Q-val: 444.93, Mem Usage: 44.6%, tot_steps: 6623
2024-09-29 10:27:22,300 - INFO - Ep.: 12, Score: 1175.0, Steps: 485, Avg Q-val: 484.17, Mem Usage: 44.7%, tot_steps: 7109
2024-09-29 10:27:23,602 - INFO - Ep.: 13, Score: 4775.0, Steps: 1002, Avg Q-val: 555.23, Mem Usage: 44.9%, tot_steps: 8112
2024-09-29 10:27:24,489 - INFO - Ep.: 14, Score: 1325.0, Steps: 651, Avg Q-val: 407.34, Mem Usage: 45.1%, tot_steps: 8764
2024-09-29 10:27:25,289 - INFO - Ep.: 15, Score: 1225.0, Steps: 523, Avg Q-val: 448.41, Mem Usage: 45.2%, tot_steps: 9288
2024-09-29 10:27:26,083 - INFO - Ep.: 16, Score: 1275.0, Steps: 591, Avg Q-val: 540.69, Mem Usage: 45.3%, tot_steps: 9880
2024-09-29 10:27:26,941 - INFO - Ep.: 17, Score: 1325.0, Steps: 631, Avg Q-val: 579.89, Mem Usage: 45.5%, tot_steps: 10512
2024-09-29 10:27:27,926 - INFO - Ep.: 18, Score: 4600.0, Steps: 725, Avg Q-val: 764.11, Mem Usage: 45.7%, tot_steps: 11238
2024-09-29 10:27:28,929 - INFO - Ep.: 19, Score: 4600.0, Steps: 702, Avg Q-val: 516.58, Mem Usage: 45.8%, tot_steps: 11941
2024-09-29 10:27:29,679 - INFO - Ep.: 20, Score: 1225.0, Steps: 523, Avg Q-val: 450.93, Mem Usage: 46.0%, tot_steps: 12465
2024-09-29 10:27:30,469 - INFO - Ep.: 21, Score: 1225.0, Steps: 568, Avg Q-val: 267.98, Mem Usage: 46.2%, tot_steps: 13034
2024-09-29 10:27:31,342 - INFO - Ep.: 22, Score: 1325.0, Steps: 651, Avg Q-val: 412.07, Mem Usage: 46.4%, tot_steps: 13686
2024-09-29 10:27:32,290 - INFO - Ep.: 23, Score: 1325.0, Steps: 687, Avg Q-val: 568.91, Mem Usage: 46.5%, tot_steps: 14374
2024-09-29 10:27:33,467 - INFO - Ep.: 24, Score: 4775.0, Steps: 888, Avg Q-val: 433.16, Mem Usage: 46.7%, tot_steps: 15263
2024-09-29 10:27:34,184 - INFO - Ep.: 25, Score: 500.0, Steps: 510, Avg Q-val: 311.90, Mem Usage: 46.9%, tot_steps: 15774
2024-09-29 10:27:35,043 - INFO - Ep.: 26, Score: 1250.0, Steps: 626, Avg Q-val: 396.14, Mem Usage: 47.1%, tot_steps: 16401
2024-09-29 10:27:35,745 - INFO - Ep.: 27, Score: 800.0, Steps: 494, Avg Q-val: 417.54, Mem Usage: 47.2%, tot_steps: 16896
2024-09-29 10:27:36,466 - INFO - Ep.: 28, Score: 1225.0, Steps: 523, Avg Q-val: 452.15, Mem Usage: 47.4%, tot_steps: 17420
2024-09-29 10:27:37,237 - INFO - Ep.: 29, Score: 775.0, Steps: 570, Avg Q-val: 391.73, Mem Usage: 47.4%, tot_steps: 17991
2024-09-29 10:27:38,173 - INFO - Ep.: 30, Score: 4575.0, Steps: 688, Avg Q-val: 770.13, Mem Usage: 47.7%, tot_steps: 18680
2024-09-29 10:27:39,111 - INFO - Ep.: 31, Score: 1300.0, Steps: 688, Avg Q-val: 343.59, Mem Usage: 47.8%, tot_steps: 19369
2024-09-29 10:27:40,060 - INFO - Ep.: 32, Score: 1275.0, Steps: 732, Avg Q-val: 324.77, Mem Usage: 48.0%, tot_steps: 20102
2024-09-29 10:27:41,020 - INFO - Ep.: 33, Score: 1325.0, Steps: 714, Avg Q-val: 356.89, Mem Usage: 48.2%, tot_steps: 20817
2024-09-29 10:27:41,729 - INFO - Ep.: 34, Score: 1225.0, Steps: 523, Avg Q-val: 450.81, Mem Usage: 48.3%, tot_steps: 21341
2024-09-29 10:27:42,572 - INFO - Ep.: 35, Score: 1325.0, Steps: 576, Avg Q-val: 499.83, Mem Usage: 48.4%, tot_steps: 21918
2024-09-29 10:27:43,351 - INFO - Ep.: 36, Score: 1300.0, Steps: 554, Avg Q-val: 953.66, Mem Usage: 48.6%, tot_steps: 22473
2024-09-29 10:27:44,118 - INFO - Ep.: 37, Score: 425.0, Steps: 537, Avg Q-val: 237.21, Mem Usage: 48.7%, tot_steps: 23011
2024-09-29 10:27:44,834 - INFO - Ep.: 38, Score: 1225.0, Steps: 523, Avg Q-val: 451.23, Mem Usage: 48.8%, tot_steps: 23535
2024-09-29 10:27:45,525 - INFO - Ep.: 39, Score: 1275.0, Steps: 483, Avg Q-val: 311.36, Mem Usage: 49.0%, tot_steps: 24019
2024-09-29 10:27:46,707 - INFO - Ep.: 40, Score: 4775.0, Steps: 846, Avg Q-val: 513.78, Mem Usage: 49.2%, tot_steps: 24866
2024-09-29 10:27:47,461 - INFO - Ep.: 41, Score: 1225.0, Steps: 523, Avg Q-val: 454.12, Mem Usage: 49.3%, tot_steps: 25390
2024-09-29 10:27:48,197 - INFO - Ep.: 42, Score: 1225.0, Steps: 523, Avg Q-val: 452.20, Mem Usage: 49.3%, tot_steps: 25914
2024-09-29 10:27:48,935 - INFO - Ep.: 43, Score: 1225.0, Steps: 523, Avg Q-val: 449.26, Mem Usage: 49.5%, tot_steps: 26438
2024-09-29 10:27:50,163 - INFO - Ep.: 44, Score: 4750.0, Steps: 923, Avg Q-val: 588.71, Mem Usage: 49.7%, tot_steps: 27362
2024-09-29 10:27:50,910 - INFO - Ep.: 45, Score: 1225.0, Steps: 523, Avg Q-val: 448.62, Mem Usage: 49.9%, tot_steps: 27886
2024-09-29 10:27:51,561 - INFO - Ep.: 46, Score: 700.0, Steps: 435, Avg Q-val: 291.06, Mem Usage: 50.0%, tot_steps: 28322
2024-09-29 10:27:52,290 - INFO - Ep.: 47, Score: 1225.0, Steps: 523, Avg Q-val: 450.07, Mem Usage: 50.1%, tot_steps: 28846
2024-09-29 10:27:53,088 - INFO - Ep.: 48, Score: 1325.0, Steps: 576, Avg Q-val: 491.59, Mem Usage: 50.3%, tot_steps: 29423
2024-09-29 10:27:53,904 - INFO - Ep.: 49, Score: 1175.0, Steps: 571, Avg Q-val: 448.42, Mem Usage: 50.5%, tot_steps: 29995
2024-09-29 10:27:54,626 - INFO - Ep.: 50, Score: 675.0, Steps: 474, Avg Q-val: 265.55, Mem Usage: 50.7%, tot_steps: 30470
2024-09-29 10:27:55,374 - INFO - Ep.: 51, Score: 1250.0, Steps: 518, Avg Q-val: 514.75, Mem Usage: 50.7%, tot_steps: 30989
2024-09-29 10:27:56,672 - INFO - Ep.: 52, Score: 4750.0, Steps: 937, Avg Q-val: 607.01, Mem Usage: 50.9%, tot_steps: 31927
2024-09-29 10:27:57,425 - INFO - Ep.: 53, Score: 1225.0, Steps: 523, Avg Q-val: 451.96, Mem Usage: 51.0%, tot_steps: 32451
2024-09-29 10:27:58,173 - INFO - Ep.: 54, Score: 1225.0, Steps: 523, Avg Q-val: 450.54, Mem Usage: 51.1%, tot_steps: 32975
2024-09-29 10:27:58,998 - INFO - Ep.: 55, Score: 1275.0, Steps: 602, Avg Q-val: 476.14, Mem Usage: 51.2%, tot_steps: 33578
2024-09-29 10:27:59,834 - INFO - Ep.: 56, Score: 1200.0, Steps: 600, Avg Q-val: 404.97, Mem Usage: 51.3%, tot_steps: 34179
2024-09-29 10:28:00,777 - INFO - Ep.: 57, Score: 1225.0, Steps: 638, Avg Q-val: 381.07, Mem Usage: 51.3%, tot_steps: 34818
2024-09-29 10:28:01,501 - INFO - Ep.: 58, Score: 475.0, Steps: 480, Avg Q-val: 245.28, Mem Usage: 51.4%, tot_steps: 35299
2024-09-29 10:28:02,580 - INFO - Ep.: 59, Score: 4700.0, Steps: 808, Avg Q-val: 806.58, Mem Usage: 51.6%, tot_steps: 36108
2024-09-29 10:28:03,465 - INFO - Ep.: 60, Score: 750.0, Steps: 656, Avg Q-val: 171.33, Mem Usage: 51.7%, tot_steps: 36765
2024-09-29 10:28:04,270 - INFO - Ep.: 61, Score: 1225.0, Steps: 523, Avg Q-val: 452.24, Mem Usage: 51.8%, tot_steps: 37289
2024-09-29 10:28:05,078 - INFO - Ep.: 62, Score: 1225.0, Steps: 523, Avg Q-val: 450.82, Mem Usage: 51.9%, tot_steps: 37813
2024-09-29 10:28:06,092 - INFO - Ep.: 63, Score: 4575.0, Steps: 716, Avg Q-val: 840.69, Mem Usage: 52.1%, tot_steps: 38530
2024-09-29 10:28:06,811 - INFO - Ep.: 64, Score: 1225.0, Steps: 523, Avg Q-val: 450.82, Mem Usage: 52.2%, tot_steps: 39054
2024-09-29 10:28:07,670 - INFO - Ep.: 65, Score: 1275.0, Steps: 608, Avg Q-val: 466.63, Mem Usage: 52.3%, tot_steps: 39663
2024-09-29 10:28:08,447 - INFO - Ep.: 66, Score: 1225.0, Steps: 523, Avg Q-val: 450.72, Mem Usage: 52.3%, tot_steps: 40187
