2024-09-26 11:35:13,553 - INFO - Cargando el modelo base desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-26 11:35:13,559 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-26 11:35:13,559 - INFO - Capas convolucionales congeladas.
2024-09-26 11:35:13,559 - INFO - Entrenando en dificultad 3
2024-09-26 11:35:15,037 - INFO - Ep.: 0, Score: -20.0, Steps: 1440, Avg Q-val: 1.30, Mem Usage: 13.6%, tot_steps: 1441
2024-09-26 11:35:17,296 - INFO - Ep.: 1, Score: -11.0, Steps: 2415, Avg Q-val: 1.26, Mem Usage: 14.0%, tot_steps: 3857
2024-09-26 11:35:19,051 - INFO - Ep.: 2, Score: -16.0, Steps: 1834, Avg Q-val: 1.27, Mem Usage: 14.3%, tot_steps: 5692
2024-09-26 11:35:20,990 - INFO - Ep.: 3, Score: -17.0, Steps: 2051, Avg Q-val: 1.27, Mem Usage: 14.7%, tot_steps: 7744
2024-09-26 11:35:23,170 - INFO - Ep.: 4, Score: -13.0, Steps: 2305, Avg Q-val: 1.27, Mem Usage: 15.1%, tot_steps: 10050
2024-09-26 11:35:24,955 - INFO - Ep.: 5, Score: -17.0, Steps: 1881, Avg Q-val: 1.27, Mem Usage: 15.4%, tot_steps: 11932
2024-09-26 11:35:26,630 - INFO - Ep.: 6, Score: -18.0, Steps: 1767, Avg Q-val: 1.27, Mem Usage: 15.7%, tot_steps: 13700
2024-09-26 11:35:28,737 - INFO - Ep.: 7, Score: -13.0, Steps: 2227, Avg Q-val: 1.27, Mem Usage: 16.1%, tot_steps: 15928
2024-09-26 11:35:30,876 - INFO - Ep.: 8, Score: -13.0, Steps: 2280, Avg Q-val: 1.27, Mem Usage: 16.5%, tot_steps: 18209
2024-09-26 11:35:32,425 - INFO - Ep.: 9, Score: -17.0, Steps: 1641, Avg Q-val: 1.27, Mem Usage: 16.8%, tot_steps: 19851
2024-09-26 11:35:34,620 - INFO - Ep.: 10, Score: -14.0, Steps: 2338, Avg Q-val: 1.27, Mem Usage: 17.1%, tot_steps: 22190
2024-09-26 11:35:37,074 - INFO - Ep.: 11, Score: -12.0, Steps: 2625, Avg Q-val: 1.27, Mem Usage: 17.6%, tot_steps: 24816
2024-09-26 11:35:38,187 - INFO - Ep.: 12, Score: -19.0, Steps: 1120, Avg Q-val: 1.27, Mem Usage: 17.8%, tot_steps: 25937
2024-09-26 11:35:39,244 - INFO - Ep.: 13, Score: -18.0, Steps: 1077, Avg Q-val: 1.27, Mem Usage: 18.0%, tot_steps: 27015
2024-09-26 11:35:42,154 - INFO - Ep.: 14, Score: -6.0, Steps: 3158, Avg Q-val: 1.27, Mem Usage: 18.5%, tot_steps: 30174
2024-09-26 11:35:44,710 - INFO - Ep.: 15, Score: -13.0, Steps: 2748, Avg Q-val: 1.27, Mem Usage: 18.9%, tot_steps: 32923
2024-09-26 11:35:46,788 - INFO - Ep.: 16, Score: -17.0, Steps: 2203, Avg Q-val: 1.27, Mem Usage: 19.3%, tot_steps: 35127
2024-09-26 11:35:48,872 - INFO - Ep.: 17, Score: -15.0, Steps: 2235, Avg Q-val: 1.27, Mem Usage: 19.7%, tot_steps: 37363
